content_id,group,counter
105351,human_prompts,13
29862,movie,13
133974,poetry,13
79506,movie,13
99394,human_prompts,13
103897,human_prompts,13
109868,human_prompts,13
99341,human_prompts,13
103783,human_prompts,13
72339,movie,13
51908,movie,13
72305,movie,13
72208,movie,13
34486,movie,13
52029,movie,13
103532,human_prompts,13
99499,human_prompts,13
70284,movie,13
125762,person,13
35595,movie,13
52151,movie,13
99310,human_prompts,13
109838,human_prompts,13
40480,movie,13
112058,r/Showerthoughts,13
55859,movie,13
79575,movie,13
98951,human_prompts,13
35775,movie,13
104190,human_prompts,13
104168,human_prompts,13
34529,movie,13
119948,r/scifi,13
34537,movie,13
119877,r/scifi,13
79717,r/AccidentalArt,13
99174,human_prompts,13
45516,movie,13
79727,r/Showerthoughts,13
79779,r/MadeMeSmile,13
88696,human_prompts,13
108632,human_prompts,13
129056,Buddha,13
44109,movie,13
31703,movie,13
85138,human_prompts,13
89093,human_prompts,13
41685,movie,13
87170,human_prompts,13
93674,human_prompts,13
31448,movie,13
94847,human_prompts,13
85862,human_prompts,13
117961,r/Showerthoughts,13
33512,movie,13
131777,poetry,13
130937,person,13
85484,human_prompts,13
122988,r/SimplePrompts,13
32965,movie,13
37751,movie,13
91815,human_prompts,13
37745,movie,13
91781,human_prompts,13
88789,human_prompts,13
32411,movie,13
92918,human_prompts,13
59574,movie,13
61535,movie,13
85763,human_prompts,13
85774,human_prompts,13
94420,human_prompts,13
85091,human_prompts,13
85107,human_prompts,13
85093,human_prompts,13
32319,movie,13
86317,human_prompts,13
115264,r/Showerthoughts,13
32034,movie,13
94912,human_prompts,13
87646,human_prompts,13
129989,person,13
41227,movie,13
91728,human_prompts,13
32234,movie,13
86267,human_prompts,13
115909,r/EarthPorn,13
94496,human_prompts,13
63605,movie,13
113004,r/EarthPorn,13
89106,human_prompts,13
62879,movie,13
123171,r/Showerthoughts,13
31252,movie,13
41341,movie,13
122780,r/scifi,13
65903,movie,13
31887,movie,13
129514,person,13
92691,human_prompts,13
32728,movie,13
61774,movie,13
60221,movie,13
37794,movie,13
32126,movie,13
30892,movie,13
30527,movie,13
87292,human_prompts,13
32676,movie,13
121768,r/RetroFuturism,13
86657,human_prompts,13
31758,movie,13
30913,movie,13
87750,human_prompts,13
66033,movie,13
86302,human_prompts,13
92749,human_prompts,13
87730,human_prompts,13
43584,movie,13
32703,person,13
59450,movie,13
61320,movie,13
92639,human_prompts,13
87900,human_prompts,13
43755,movie,13
43805,movie,13
86048,human_prompts,13
31626,movie,13
130592,person,13
94086,human_prompts,13
123073,r/SimplePrompts,13
33061,movie,13
31135,movie,13
65206,movie,13
41466,movie,13
91196,human_prompts,13
118226,r/Showerthoughts,13
112899,r/EarthPorn,13
93047,human_prompts,13
30802,movie,13
33138,movie,13
30927,movie,13
92478,human_prompts,13
62632,movie,13
123280,r/Showerthoughts,13
31292,movie,13
131566,poetry,13
61401,movie,13
85630,human_prompts,13
58882,movie,13
84742,human_prompts,13
62582,movie,13
122442,r/Damnthatsinteresting,13
30414,movie,13
31871,movie,13
62519,movie,13
64269,movie,13
31282,movie,13
33083,movie,13
112872,r/EarthPorn,13
91354,human_prompts,13
94157,human_prompts,13
89527,human_prompts,13
86289,human_prompts,13
31371,movie,13
115751,r/EarthPorn,13
64873,movie,13
93587,human_prompts,13
115614,r/EarthPorn,13
43661,movie,13
90882,human_prompts,13
116880,r/Damnthatsinteresting,13
117301,r/scifi,13
32185,movie,13
65428,movie,13
91120,human_prompts,13
89598,human_prompts,13
116410,r/pics,13
88470,human_prompts,13
93525,human_prompts,13
91122,human_prompts,13
89590,human_prompts,13
33028,movie,13
88489,human_prompts,13
122050,r/pics,13
130251,person,13
87460,human_prompts,13
38118,movie,13
31337,movie,13
30631,movie,13
121754,r/RetroFuturism,13
59770,movie,13
30626,movie,13
87590,human_prompts,13
114384,r/scifi,13
131668,poetry,13
114593,r/SimplePrompts,13
104121,human_prompts,12
134532,poetry,12
126620,movie,12
88397,human_prompts,12
100318,human_prompts,12
100328,human_prompts,12
81943,person,12
122976,r/SimplePrompts,12
90685,human_prompts,12
134475,poetry,12
92672,human_prompts,12
125613,person,12
72556,movie,12
46018,movie,12
61346,movie,12
90779,human_prompts,12
120632,r/Showerthoughts,12
111778,r/SimplePrompts,12
108790,human_prompts,12
67045,movie,12
55139,movie,12
111901,r/Showerthoughts,12
31339,movie,12
37735,movie,12
129191,person,12
88973,human_prompts,12
121433,r/EarthPorn,12
99657,human_prompts,12
92954,human_prompts,12
42420,movie,12
92996,human_prompts,12
39543,movie,12
33030,movie,12
121816,r/RetroFuturism,12
82654,r/EarthPorn,12
36895,movie,12
72932,movie,12
65850,movie,12
41487,movie,12
37732,movie,12
108193,human_prompts,12
47445,movie,12
93145,human_prompts,12
31352,movie,12
120164,r/SimplePrompts,12
103101,human_prompts,12
70257,movie,12
93205,human_prompts,12
49038,movie,12
33000,movie,12
47350,movie,12
108038,human_prompts,12
29709,movie,12
54724,movie,12
47285,movie,12
111437,r/scifi,12
123749,r/Showerthoughts,12
123745,r/Showerthoughts,12
79372,movie,12
39935,movie,12
111503,r/scifi,12
45917,movie,12
113600,r/pics,12
79211,movie,12
31313,movie,12
100111,human_prompts,12
113517,r/pics,12
100085,human_prompts,12
129275,person,12
82118,person,12
79203,movie,12
47978,movie,12
90610,human_prompts,12
29602,movie,12
48489,movie,12
116386,r/pics,12
104569,human_prompts,12
35843,movie,12
42413,movie,12
90580,human_prompts,12
115652,r/EarthPorn,12
104616,human_prompts,12
72491,movie,12
77072,movie,12
75780,movie,12
107423,human_prompts,12
91737,human_prompts,12
102319,human_prompts,12
120717,r/Showerthoughts,12
126073,Buddha,12
53110,movie,12
80170,Buddha,12
103372,human_prompts,12
86800,human_prompts,12
108850,human_prompts,12
91109,human_prompts,12
86812,human_prompts,12
71604,movie,12
31812,movie,12
43843,movie,12
66428,movie,12
71583,movie,12
80820,r/educationalgifs,12
41965,movie,12
52173,movie,12
66091,movie,12
108861,human_prompts,12
35570,movie,12
88334,human_prompts,12
103436,human_prompts,12
117081,r/scifi,12
37822,movie,12
71574,movie,12
122351,r/MadeMeSmile,12
117012,r/scifi,12
131758,poetry,12
38360,movie,12
80113,person,12
102238,human_prompts,12
102505,human_prompts,12
86834,human_prompts,12
102551,human_prompts,12
35488,movie,12
80669,r/EarthPorn,12
31140,movie,12
71895,movie,12
31143,movie,12
91426,human_prompts,12
129799,movie,12
102973,human_prompts,12
32519,movie,12
42105,movie,12
103156,human_prompts,12
40181,movie,12
124035,r/EarthPorn,12
103067,human_prompts,12
80488,movie,12
87104,human_prompts,12
107604,human_prompts,12
80770,r/RetroFuturism,12
125839,person,12
102576,human_prompts,12
125834,person,12
107624,human_prompts,12
80750,r/EarthPorn,12
116698,r/MadeMeSmile,12
91139,human_prompts,12
102663,human_prompts,12
46789,movie,12
103263,human_prompts,12
121321,r/EarthPorn,12
102707,human_prompts,12
103257,human_prompts,12
86880,human_prompts,12
102795,human_prompts,12
53415,movie,12
29447,movie,12
87250,human_prompts,12
105011,human_prompts,12
111121,r/Damnthatsinteresting,12
86442,human_prompts,12
124563,r/RetroFuturism,12
117243,r/scifi,12
66804,movie,12
40325,movie,12
61599,movie,12
101012,human_prompts,12
35696,movie,12
74392,movie,12
101258,human_prompts,12
37902,movie,12
81282,movie,12
66751,movie,12
103928,human_prompts,12
116621,r/MadeMeSmile,12
86528,human_prompts,12
81605,r/educationalgifs,12
129360,person,12
100765,human_prompts,12
92501,human_prompts,12
54285,movie,12
90808,human_prompts,12
100842,human_prompts,12
34948,movie,12
47131,movie,12
111240,r/Damnthatsinteresting,12
75818,movie,12
125653,person,12
92461,human_prompts,12
54210,movie,12
117290,r/scifi,12
121263,r/EarthPorn,12
38883,movie,12
103552,human_prompts,12
35634,movie,12
81016,person,12
92060,human_prompts,12
31783,movie,12
61910,movie,12
79940,r/scifi,12
66639,movie,12
86653,human_prompts,12
31782,movie,12
32685,movie,12
76448,movie,12
46964,movie,12
90992,human_prompts,12
42777,movie,12
52032,movie,12
29482,movie,12
53623,movie,12
35053,movie,12
89108,human_prompts,12
103763,human_prompts,12
103760,human_prompts,12
92182,human_prompts,12
35675,movie,12
131863,poetry,12
28788,movie,12
92090,human_prompts,12
125738,person,12
79899,r/oddlysatisfying,12
90960,human_prompts,12
103606,human_prompts,12
53684,movie,12
81100,movie,12
119621,r/Damnthatsinteresting,12
107790,human_prompts,12
35914,movie,12
60866,movie,12
85273,human_prompts,12
83928,person,12
89326,human_prompts,12
127756,person,12
118530,r/EarthPorn,12
83825,person,12
28954,movie,12
33426,movie,12
44754,movie,12
113016,r/EarthPorn,12
67935,movie,12
85319,human_prompts,12
107216,human_prompts,12
121719,r/educationalgifs,12
106157,human_prompts,12
85401,human_prompts,12
59495,movie,12
89864,human_prompts,12
117886,r/Showerthoughts,12
75166,movie,12
135696,poetry,12
96727,human_prompts,12
33482,movie,12
33481,movie,12
84037,person,12
106295,human_prompts,12
33978,movie,12
123225,r/Showerthoughts,12
64859,movie,12
94708,human_prompts,12
96871,human_prompts,12
83971,person,12
44774,movie,12
96892,human_prompts,12
45119,movie,12
112595,r/Showerthoughts,12
97381,human_prompts,12
113022,r/EarthPorn,12
75259,movie,12
88817,human_prompts,12
125096,movie,12
43313,movie,12
105866,human_prompts,12
131187,person,12
109167,human_prompts,12
124306,r/EarthPorn,12
42583,movie,12
105815,human_prompts,12
34225,movie,12
94105,human_prompts,12
38712,movie,12
125132,person,12
120359,r/Showerthoughts,12
67603,movie,12
120432,r/Showerthoughts,12
88681,human_prompts,12
85606,human_prompts,12
77802,movie,12
106139,human_prompts,12
106128,human_prompts,12
106110,human_prompts,12
48251,movie,12
40863,movie,12
106050,human_prompts,12
85518,human_prompts,12
36123,movie,12
28967,movie,12
30079,movie,12
94382,human_prompts,12
106005,human_prompts,12
94333,human_prompts,12
73292,movie,12
96720,human_prompts,12
84050,person,12
106360,human_prompts,12
106732,human_prompts,12
49524,movie,12
58510,movie,12
41167,movie,12
58492,movie,12
118364,r/EarthPorn,12
49558,movie,12
95934,human_prompts,12
49593,movie,12
45010,movie,12
95992,human_prompts,12
124322,r/EarthPorn,12
41206,movie,12
89581,human_prompts,12
84971,human_prompts,12
58300,movie,12
84798,human_prompts,12
65373,movie,12
133179,poetry,12
77130,movie,12
128281,person,12
30384,movie,12
41134,movie,12
133143,poetry,12
89427,human_prompts,12
84770,human_prompts,12
88108,human_prompts,12
89462,human_prompts,12
95350,human_prompts,12
28861,movie,12
112881,r/EarthPorn,12
58635,movie,12
84587,human_prompts,12
112798,r/EarthPorn,12
115856,r/EarthPorn,12
106717,human_prompts,12
77593,movie,12
85029,human_prompts,12
87875,human_prompts,12
68989,movie,12
94911,human_prompts,12
94893,human_prompts,12
96417,human_prompts,12
44830,movie,12
77465,movie,12
33916,movie,12
84170,movie,12
33923,movie,12
112731,r/EarthPorn,12
106451,human_prompts,12
40947,movie,12
39272,movie,12
84079,person,12
106503,human_prompts,12
107134,human_prompts,12
88641,human_prompts,12
87936,human_prompts,12
131071,person,12
58267,movie,12
121676,r/educationalgifs,12
31987,movie,12
88656,human_prompts,12
65424,movie,12
42684,movie,12
48174,movie,12
58183,movie,12
36362,movie,12
128001,person,12
58150,movie,12
33547,movie,12
68802,movie,12
33287,movie,12
45223,movie,12
39155,movie,12
67308,movie,12
31655,movie,12
105556,human_prompts,12
30736,movie,12
130323,person,12
105409,human_prompts,12
29923,movie,12
34320,movie,12
34458,movie,12
118750,r/educationalgifs,12
69820,movie,12
90403,human_prompts,12
93696,human_prompts,12
127413,person,12
41422,movie,12
90444,human_prompts,12
34526,movie,12
34305,movie,12
38792,movie,12
93909,human_prompts,12
93698,human_prompts,12
63413,movie,12
128985,person,12
115743,r/EarthPorn,12
82980,person,12
70075,movie,12
133807,poetry,12
98405,human_prompts,12
50816,movie,12
40657,movie,12
122305,r/MadeMeSmile,12
131205,movie,12
118798,r/educationalgifs,12
98930,human_prompts,12
42556,movie,12
60342,movie,12
88871,human_prompts,12
83202,movie,12
65768,movie,12
116237,r/pics,12
93771,human_prompts,12
29008,movie,12
99002,human_prompts,12
45376,movie,12
85775,human_prompts,12
93321,human_prompts,12
38744,movie,12
83419,movie,12
118923,r/RetroFuturism,12
41468,movie,12
31410,movie,12
123115,r/Showerthoughts,12
85973,human_prompts,12
128931,person,12
60858,movie,12
116023,r/educationalgifs,12
85885,human_prompts,12
87551,human_prompts,12
85714,human_prompts,12
108268,human_prompts,12
55640,movie,12
60784,movie,12
69919,movie,12
85932,human_prompts,12
33163,movie,12
77941,movie,12
99070,human_prompts,12
87580,human_prompts,12
73237,movie,12
44651,movie,12
40555,movie,12
36860,movie,12
128810,person,12
78237,movie,11
78946,movie,11
87800,human_prompts,11
32178,movie,11
65278,movie,11
76348,movie,11
36265,movie,11
90545,human_prompts,11
43716,movie,11
78802,movie,11
35561,movie,11
35549,movie,11
115325,r/Showerthoughts,11
78766,movie,11
77414,movie,11
37888,movie,11
122546,r/Damnthatsinteresting,11
122175,r/MadeMeSmile,11
31577,movie,11
125426,person,11
47870,movie,11
103431,human_prompts,11
32018,movie,11
29019,movie,11
73098,movie,11
73568,movie,11
104977,human_prompts,11
103251,human_prompts,11
106923,human_prompts,11
50914,movie,11
115463,r/whoahdude,11
87521,human_prompts,11
51026,movie,11
129904,person,11
124227,r/EarthPorn,11
35911,movie,11
36326,movie,11
129902,person,11
115821,r/EarthPorn,11
107018,human_prompts,11
87054,human_prompts,11
108982,human_prompts,11
88142,human_prompts,11
107120,human_prompts,11
116715,r/MadeMeSmile,11
89505,human_prompts,11
129923,person,11
77397,movie,11
78737,movie,11
89637,human_prompts,11
130612,person,11
104786,human_prompts,11
50829,movie,11
78760,movie,11
42694,movie,11
80185,person,11
37011,movie,11
90557,human_prompts,11
73089,movie,11
114752,r/Showerthoughts,11
135876,poetry,11
39598,movie,11
104815,human_prompts,11
35887,movie,11
89540,human_prompts,11
39910,movie,11
72917,movie,11
31380,movie,11
105702,human_prompts,11
91061,human_prompts,11
36052,movie,11
88197,human_prompts,11
124116,r/EarthPorn,11
106029,human_prompts,11
87331,human_prompts,11
79473,movie,11
90174,human_prompts,11
103941,human_prompts,11
90022,human_prompts,11
109385,human_prompts,11
103921,human_prompts,11
109288,human_prompts,11
114566,r/SimplePrompts,11
50246,movie,11
32074,movie,11
32119,movie,11
114562,r/SimplePrompts,11
42567,movie,11
51776,movie,11
87285,human_prompts,11
106152,human_prompts,11
73186,movie,11
79820,r/MadeMeSmile,11
31311,movie,11
104264,human_prompts,11
28814,movie,11
105816,human_prompts,11
43653,movie,11
130651,person,11
105715,human_prompts,11
42345,movie,11
105770,human_prompts,11
51640,movie,11
90689,human_prompts,11
125631,person,11
90114,human_prompts,11
72538,movie,11
104198,human_prompts,11
49004,movie,11
116026,r/educationalgifs,11
109227,human_prompts,11
31436,movie,11
116013,r/educationalgifs,11
29160,movie,11
42229,movie,11
87419,human_prompts,11
39674,movie,11
90161,human_prompts,11
131377,person,11
124068,r/EarthPorn,11
79452,movie,11
89972,human_prompts,11
62847,movie,11
130208,person,11
105390,human_prompts,11
42676,movie,11
89773,human_prompts,11
79064,movie,11
105384,human_prompts,11
87271,human_prompts,11
90124,human_prompts,11
50002,movie,11
90282,human_prompts,11
35604,movie,11
50120,movie,11
49957,movie,11
109149,human_prompts,11
31239,movie,11
79951,r/scifi,11
87224,human_prompts,11
79966,r/Showerthoughts,11
131492,poetry,11
63452,movie,11
36390,movie,11
78199,movie,11
65223,movie,11
65899,movie,11
105438,human_prompts,11
63532,person,11
116630,r/MadeMeSmile,11
74019,movie,11
106251,human_prompts,11
130583,person,11
51364,movie,11
42744,movie,11
73176,movie,11
104422,human_prompts,11
36182,movie,11
135299,poetry,11
104464,human_prompts,11
115919,r/EarthPorn,11
106283,human_prompts,11
62866,movie,11
114517,r/SimplePrompts,11
87668,human_prompts,11
125737,person,11
89816,human_prompts,11
115854,r/EarthPorn,11
90236,human_prompts,11
130003,person,11
109315,human_prompts,11
95435,human_prompts,11
66244,movie,11
85818,human_prompts,11
45336,movie,11
117876,r/Showerthoughts,11
34283,movie,11
98083,human_prompts,11
133721,poetry,11
29947,movie,11
93881,human_prompts,11
29944,movie,11
60258,movie,11
31717,movie,11
97959,human_prompts,11
75305,movie,11
83227,movie,11
29917,movie,11
127357,person,11
93754,human_prompts,11
83149,movie,11
69886,movie,11
98423,human_prompts,11
85836,human_prompts,11
69649,movie,11
83550,r/Showerthoughts,11
97501,human_prompts,11
97733,human_prompts,11
85602,human_prompts,11
56980,movie,11
117904,r/Showerthoughts,11
128708,person,11
44712,movie,11
69582,movie,11
94177,human_prompts,11
31708,movie,11
34205,movie,11
30033,movie,11
60110,movie,11
59975,movie,11
94113,human_prompts,11
124305,r/EarthPorn,11
112392,r/Showerthoughts,11
34224,movie,11
44711,movie,11
112391,r/Showerthoughts,11
85639,human_prompts,11
127500,person,11
29888,movie,11
98478,human_prompts,11
75378,movie,11
93332,human_prompts,11
82783,r/Showerthoughts,11
34507,movie,11
85914,human_prompts,11
55817,movie,11
60618,movie,11
34519,movie,11
117820,r/Showerthoughts,11
112144,r/Showerthoughts,11
65019,movie,11
55651,movie,11
30708,movie,11
34561,movie,11
82720,r/RetroFuturism,11
113370,r/Cyberpunk,11
99306,human_prompts,11
132174,poetry,11
117809,r/Showerthoughts,11
86004,human_prompts,11
64609,movie,11
42768,movie,11
98903,human_prompts,11
36576,movie,11
113266,r/educationalgifs,11
60544,movie,11
69946,movie,11
98565,human_prompts,11
108277,human_prompts,11
127280,Buddha,11
128923,person,11
93652,human_prompts,11
40684,movie,11
56039,movie,11
133890,poetry,11
117822,r/Showerthoughts,11
56014,movie,11
127233,person,11
88875,human_prompts,11
128968,person,11
98827,human_prompts,11
93622,human_prompts,11
34466,movie,11
133959,poetry,11
98863,human_prompts,11
97523,human_prompts,11
133562,poetry,11
55505,movie,11
95012,human_prompts,11
123274,r/Showerthoughts,11
133226,poetry,11
128437,person,11
30461,movie,11
95134,human_prompts,11
95114,human_prompts,11
68769,movie,11
84461,human_prompts,11
85058,human_prompts,11
94994,human_prompts,11
128388,person,11
41011,movie,11
133262,poetry,11
112754,r/EarthPorn,11
128005,person,11
30483,movie,11
85075,human_prompts,11
33866,movie,11
96261,human_prompts,11
94960,human_prompts,11
96061,human_prompts,11
123350,r/Showerthoughts,11
85571,human_prompts,11
41048,movie,11
123299,r/Showerthoughts,11
118253,r/Showerthoughts,11
95412,human_prompts,11
58726,movie,11
68567,movie,11
88766,human_prompts,11
33657,movie,11
84613,human_prompts,11
84791,human_prompts,11
44974,movie,11
118197,r/Showerthoughts,11
84576,human_prompts,11
30335,movie,11
95829,human_prompts,11
84871,human_prompts,11
95249,human_prompts,11
95885,human_prompts,11
68665,movie,11
84509,human_prompts,11
33798,movie,11
96308,human_prompts,11
136302,poetry,11
58063,movie,11
94463,human_prompts,11
37482,movie,11
57337,movie,11
88811,human_prompts,11
123190,r/Showerthoughts,11
85316,human_prompts,11
97225,human_prompts,11
97262,human_prompts,11
85377,human_prompts,11
30110,movie,11
85462,human_prompts,11
33896,movie,11
121504,r/EarthPorn,11
57151,movie,11
127663,person,11
83666,r/Showerthoughts,11
33360,person,11
94422,human_prompts,11
57115,movie,11
97483,human_prompts,11
85534,human_prompts,11
94649,human_prompts,11
128613,person,11
83930,person,11
39288,movie,11
33532,movie,11
84206,movie,11
68073,movie,11
57909,movie,11
85154,human_prompts,11
96652,human_prompts,11
75049,movie,11
84066,person,11
68061,movie,11
94831,human_prompts,11
57728,movie,11
112981,r/EarthPorn,11
41246,movie,11
40912,movie,11
112701,r/oddlysatisfying,11
57627,movie,11
28622,movie,11
30177,movie,11
40897,movie,11
99391,human_prompts,11
29781,movie,11
33059,movie,11
53505,movie,11
81020,person,11
101708,human_prompts,11
114172,r/AccidentalArt,11
92067,human_prompts,11
35124,movie,11
80935,r/educationalgifs,11
89054,human_prompts,11
84737,human_prompts,11
53517,movie,11
31063,movie,11
35096,movie,11
53480,movie,11
101913,human_prompts,11
101923,human_prompts,11
43902,movie,11
101932,human_prompts,11
35170,movie,11
53437,movie,11
130697,person,11
86679,human_prompts,11
81084,person,11
41848,movie,11
101991,human_prompts,11
41803,movie,11
129470,person,11
117237,r/scifi,11
65093,movie,11
81298,movie,11
114087,r/Damnthatsinteresting,11
92257,human_prompts,11
46342,movie,11
86511,human_prompts,11
101416,human_prompts,11
53809,movie,11
101579,human_prompts,11
101468,human_prompts,11
119191,r/pics,11
101499,human_prompts,11
31026,movie,11
81122,person,11
107738,human_prompts,11
66665,movie,11
101571,human_prompts,11
61802,movie,11
64496,movie,11
91899,human_prompts,11
101138,human_prompts,11
35396,movie,11
29355,movie,11
124021,r/EarthPorn,11
102658,human_prompts,11
62406,movie,11
91502,human_prompts,11
129753,person,11
107610,human_prompts,11
102788,human_prompts,11
80688,r/pics,11
52599,movie,11
42951,movie,11
37027,movie,11
65129,movie,11
91352,human_prompts,11
89101,human_prompts,11
110161,human_prompts,11
91347,human_prompts,11
80520,movie,11
62530,movie,11
125880,movie,11
71645,movie,11
42046,movie,11
46491,movie,11
35237,movie,11
110676,r/pics,11
53354,movie,11
120729,r/Showerthoughts,11
80841,r/scifi,11
129617,person,11
28748,movie,11
76191,movie,11
110529,human_prompts,11
134843,poetry,11
38357,movie,11
80779,r/Damnthatsinteresting,11
102276,human_prompts,11
41967,movie,11
62222,movie,11
102344,human_prompts,11
114331,r/scifi,11
37831,movie,11
29382,movie,11
46693,movie,11
108697,human_prompts,11
129146,person,11
101064,human_prompts,11
28723,movie,11
92695,human_prompts,11
82319,movie,11
108102,human_prompts,11
108094,human_prompts,11
99943,human_prompts,11
37747,movie,11
29701,movie,11
92793,human_prompts,11
34736,movie,11
108088,human_prompts,11
111646,r/scifi,11
92761,human_prompts,11
92720,human_prompts,11
37264,movie,11
113542,r/pics,11
100130,human_prompts,11
54853,movie,11
64292,movie,11
111442,r/scifi,11
86282,human_prompts,11
126855,movie,11
70551,movie,11
108755,human_prompts,11
82595,r/EarthPorn,11
93031,human_prompts,11
99561,human_prompts,11
36562,movie,11
93027,human_prompts,11
127008,person,11
99573,human_prompts,11
70349,movie,11
86110,human_prompts,11
117776,r/Showerthoughts,11
44436,movie,11
70394,movie,11
70481,movie,11
92927,human_prompts,11
113379,r/Cyberpunk,11
70508,movie,11
82417,movie,11
82365,movie,11
121425,r/EarthPorn,11
30906,movie,11
75609,movie,11
54644,movie,11
54221,movie,11
54643,movie,11
